Title,Element Name,Level
"Cutting and Slicing Machine Setters, Operators, and Tenders",Education and Training,2.44
"Cutting and Slicing Machine Setters, Operators, and Tenders",English Language,2.16
"Cutting and Slicing Machine Setters, Operators, and Tenders",Foreign Language,0.39
"Cutting and Slicing Machine Setters, Operators, and Tenders",Fine Arts,0.11
"Cutting and Slicing Machine Setters, Operators, and Tenders",History and Archeology,0.17
"Cutting and Slicing Machine Setters, Operators, and Tenders",Philosophy and Theology,0.33
"Cutting and Slicing Machine Setters, Operators, and Tenders",Public Safety and Security,1.94
"Cutting and Slicing Machine Setters, Operators, and Tenders",Law and Government,0.39
"Cutting and Slicing Machine Setters, Operators, and Tenders",Telecommunications,0.51
"Cutting and Slicing Machine Setters, Operators, and Tenders",Communications and Media,0.3
"Cutting and Slicing Machine Setters, Operators, and Tenders",Transportation,0.74
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Administration and Management,2.8
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Clerical,1.44
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Economics and Accounting,1.12
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Sales and Marketing,1.12
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Customer and Personal Service,1.87
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Personnel and Human Resources,1.38
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production and Processing,3.72
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Food Production,2.3
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Computers and Electronics,3.05
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Engineering and Technology,2.81
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Design,2.08
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Building and Construction,1.68
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Mechanical,3.25
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Mathematics,2.75
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Physics,2.06
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Chemistry,2.5
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Biology,1.48
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Psychology,1.31
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Sociology and Anthropology,0.96
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Geography,0.93
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Medicine and Dentistry,1.2
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Therapy and Counseling,0.76
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Education and Training,2.64
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",English Language,2.5
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Foreign Language,1.28
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Fine Arts,0.58
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",History and Archeology,0.85
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Philosophy and Theology,1.06
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Public Safety and Security,2.43
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Law and Government,1.03
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Telecommunications,1.24
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Communications and Media,1.59
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Transportation,1.34
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Administration and Management,2.39
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Clerical,1.89
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Economics and Accounting,1.44
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Sales and Marketing,1.44
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Customer and Personal Service,2.13
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Personnel and Human Resources,1.95
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production and Processing,3.28
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Food Production,1.15
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Computers and Electronics,2.93
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Engineering and Technology,2.4
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Design,1.97
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Building and Construction,1.69
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Mechanical,3.58
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Mathematics,2.11
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Physics,1.34
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Chemistry,2.88
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Biology,0.86
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Psychology,2.04
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Sociology and Anthropology,1.07
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Geography,0.8
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Medicine and Dentistry,1.56
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Therapy and Counseling,1.64
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Education and Training,3.26
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",English Language,2.6
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Foreign Language,1.2
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Fine Arts,0.19
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",History and Archeology,0.67
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Philosophy and Theology,1.16
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Public Safety and Security,2.69
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Law and Government,1.03
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Telecommunications,1.55
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Communications and Media,1.42
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Transportation,1.4
"Inspectors, Testers, Sorters, Samplers, and Weighers",Administration and Management,1.71
"Inspectors, Testers, Sorters, Samplers, and Weighers",Clerical,2.19
"Inspectors, Testers, Sorters, Samplers, and Weighers",Economics and Accounting,0.53
"Inspectors, Testers, Sorters, Samplers, and Weighers",Sales and Marketing,0.83
"Inspectors, Testers, Sorters, Samplers, and Weighers",Customer and Personal Service,2.32
"Inspectors, Testers, Sorters, Samplers, and Weighers",Personnel and Human Resources,0.92
"Inspectors, Testers, Sorters, Samplers, and Weighers",Production and Processing,3.41
"Inspectors, Testers, Sorters, Samplers, and Weighers",Food Production,0.07
"Inspectors, Testers, Sorters, Samplers, and Weighers",Computers and Electronics,2.69
"Inspectors, Testers, Sorters, Samplers, and Weighers",Engineering and Technology,1.79
"Inspectors, Testers, Sorters, Samplers, and Weighers",Design,2.19
"Inspectors, Testers, Sorters, Samplers, and Weighers",Building and Construction,0.47
"Inspectors, Testers, Sorters, Samplers, and Weighers",Mechanical,2.24
"Inspectors, Testers, Sorters, Samplers, and Weighers",Mathematics,3.29
"Inspectors, Testers, Sorters, Samplers, and Weighers",Physics,1.23
"Inspectors, Testers, Sorters, Samplers, and Weighers",Chemistry,1.65
"Inspectors, Testers, Sorters, Samplers, and Weighers",Biology,0.41
"Inspectors, Testers, Sorters, Samplers, and Weighers",Psychology,0.82
"Inspectors, Testers, Sorters, Samplers, and Weighers",Sociology and Anthropology,0.39
"Inspectors, Testers, Sorters, Samplers, and Weighers",Geography,0.54
"Inspectors, Testers, Sorters, Samplers, and Weighers",Medicine and Dentistry,0.16
"Inspectors, Testers, Sorters, Samplers, and Weighers",Therapy and Counseling,0.3
"Inspectors, Testers, Sorters, Samplers, and Weighers",Education and Training,2.7
"Inspectors, Testers, Sorters, Samplers, and Weighers",English Language,2.92
"Inspectors, Testers, Sorters, Samplers, and Weighers",Foreign Language,0.44
"Inspectors, Testers, Sorters, Samplers, and Weighers",Fine Arts,0.08
"Inspectors, Testers, Sorters, Samplers, and Weighers",History and Archeology,0.23
"Inspectors, Testers, Sorters, Samplers, and Weighers",Philosophy and Theology,0.36
"Inspectors, Testers, Sorters, Samplers, and Weighers",Public Safety and Security,1.7
"Inspectors, Testers, Sorters, Samplers, and Weighers",Law and Government,0.78
"Inspectors, Testers, Sorters, Samplers, and Weighers",Telecommunications,0.42
"Inspectors, Testers, Sorters, Samplers, and Weighers",Communications and Media,0.93
"Inspectors, Testers, Sorters, Samplers, and Weighers",Transportation,1.01
Jewelers,Administration and Management,3
Jewelers,Clerical,2.61
Jewelers,Economics and Accounting,2.26
Jewelers,Sales and Marketing,3.68
Jewelers,Customer and Personal Service,4.29
Jewelers,Personnel and Human Resources,2.08
Jewelers,Production and Processing,3.79
Jewelers,Food Production,0.22
Jewelers,Computers and Electronics,2.33
Jewelers,Engineering and Technology,3.26
Jewelers,Design,3.71
Jewelers,Building and Construction,1.43
Jewelers,Mechanical,3.54
Jewelers,Mathematics,3.29
Jewelers,Physics,1.92
Jewelers,Chemistry,3.38
Jewelers,Biology,0.29
Jewelers,Psychology,1.79
Jewelers,Sociology and Anthropology,0.71
Jewelers,Geography,0.62
Jewelers,Medicine and Dentistry,0.42
Jewelers,Therapy and Counseling,0.38
Jewelers,Education and Training,2.17
Jewelers,English Language,2.33
Jewelers,Foreign Language,0.5
Jewelers,Fine Arts,2.62
Jewelers,History and Archeology,1.04
Jewelers,Philosophy and Theology,0.92
Jewelers,Public Safety and Security,1.83
Jewelers,Law and Government,2.08
Jewelers,Telecommunications,0.58
Jewelers,Communications and Media,1.54
Jewelers,Transportation,2.12
Gem and Diamond Workers,Administration and Management,3.12
Gem and Diamond Workers,Clerical,2.63
Gem and Diamond Workers,Economics and Accounting,1.97
Gem and Diamond Workers,Sales and Marketing,3.13
Gem and Diamond Workers,Customer and Personal Service,3.1
Gem and Diamond Workers,Personnel and Human Resources,1.65
Gem and Diamond Workers,Production and Processing,3.72
Gem and Diamond Workers,Food Production,0
Gem and Diamond Workers,Computers and Electronics,2.44
Gem and Diamond Workers,Engineering and Technology,1.47
Gem and Diamond Workers,Design,2.12
Gem and Diamond Workers,Building and Construction,0.29
Gem and Diamond Workers,Mechanical,1.84
Gem and Diamond Workers,Mathematics,3.21
Gem and Diamond Workers,Physics,0.66
Gem and Diamond Workers,Chemistry,1.37
Gem and Diamond Workers,Biology,0
Gem and Diamond Workers,Psychology,1.49
Gem and Diamond Workers,Sociology and Anthropology,0.65
Gem and Diamond Workers,Geography,1.63
Gem and Diamond Workers,Medicine and Dentistry,0.07
Gem and Diamond Workers,Therapy and Counseling,0.6
Gem and Diamond Workers,Education and Training,2.22
Gem and Diamond Workers,English Language,3.32
Gem and Diamond Workers,Foreign Language,0.67
Gem and Diamond Workers,Fine Arts,0.11
Gem and Diamond Workers,History and Archeology,0.23
Gem and Diamond Workers,Philosophy and Theology,0.2
Gem and Diamond Workers,Public Safety and Security,1.24
Gem and Diamond Workers,Law and Government,1.28
Gem and Diamond Workers,Telecommunications,2.08
Gem and Diamond Workers,Communications and Media,1.79
Gem and Diamond Workers,Transportation,1.54
Precious Metal Workers,Administration and Management,2.34
Precious Metal Workers,Clerical,1.73
Precious Metal Workers,Economics and Accounting,1.45
Precious Metal Workers,Sales and Marketing,2.61
Precious Metal Workers,Customer and Personal Service,2.96
Precious Metal Workers,Personnel and Human Resources,1.66
Precious Metal Workers,Production and Processing,4.07
Precious Metal Workers,Food Production,0.14
Precious Metal Workers,Computers and Electronics,1.28
Precious Metal Workers,Engineering and Technology,2.81
Precious Metal Workers,Design,3.13
Precious Metal Workers,Building and Construction,1.75
Precious Metal Workers,Mechanical,3.98
Precious Metal Workers,Mathematics,2.9
Precious Metal Workers,Physics,2.38
Precious Metal Workers,Chemistry,3.04
Precious Metal Workers,Biology,0.09
Precious Metal Workers,Psychology,0.6
Precious Metal Workers,Sociology and Anthropology,0.66
Precious Metal Workers,Geography,0.72
Precious Metal Workers,Medicine and Dentistry,0.04
Precious Metal Workers,Therapy and Counseling,0.45
Precious Metal Workers,Education and Training,2.49
Precious Metal Workers,English Language,3.03
Precious Metal Workers,Foreign Language,1.24
Precious Metal Workers,Fine Arts,2.25
Precious Metal Workers,History and Archeology,0.69
Precious Metal Workers,Philosophy and Theology,0.49
Precious Metal Workers,Public Safety and Security,2.15
Precious Metal Workers,Law and Government,1.37
Precious Metal Workers,Telecommunications,0.91
Precious Metal Workers,Communications and Media,1.26
Precious Metal Workers,Transportation,1.83
Dental Laboratory Technicians,Administration and Management,3.41
Dental Laboratory Technicians,Clerical,2.77
Dental Laboratory Technicians,Economics and Accounting,1.61
Dental Laboratory Technicians,Sales and Marketing,2.14
Dental Laboratory Technicians,Customer and Personal Service,4.03
Dental Laboratory Technicians,Personnel and Human Resources,2.37
Dental Laboratory Technicians,Production and Processing,4.71
Dental Laboratory Technicians,Food Production,0.05
Dental Laboratory Technicians,Computers and Electronics,2.76
Dental Laboratory Technicians,Engineering and Technology,4.23
Dental Laboratory Technicians,Design,4.65
Dental Laboratory Technicians,Building and Construction,1.68
Dental Laboratory Technicians,Mechanical,3.72
Dental Laboratory Technicians,Mathematics,3.08
Dental Laboratory Technicians,Physics,2.64
Dental Laboratory Technicians,Chemistry,3.71
Dental Laboratory Technicians,Biology,1.76
Dental Laboratory Technicians,Psychology,1.63
Dental Laboratory Technicians,Sociology and Anthropology,0.81
Dental Laboratory Technicians,Geography,0.35
Dental Laboratory Technicians,Medicine and Dentistry,4.42
Dental Laboratory Technicians,Therapy and Counseling,0.32
Dental Laboratory Technicians,Education and Training,3.07
Dental Laboratory Technicians,English Language,3.05
Dental Laboratory Technicians,Foreign Language,0.71
Dental Laboratory Technicians,Fine Arts,3.44
Dental Laboratory Technicians,History and Archeology,0.78
Dental Laboratory Technicians,Philosophy and Theology,0.58
Dental Laboratory Technicians,Public Safety and Security,2.43
Dental Laboratory Technicians,Law and Government,1.63
Dental Laboratory Technicians,Telecommunications,0.92
Dental Laboratory Technicians,Communications and Media,1.6
Dental Laboratory Technicians,Transportation,1.34
Medical Appliance Technicians,Administration and Management,3.25
Medical Appliance Technicians,Clerical,3.17
Medical Appliance Technicians,Economics and Accounting,1.55
Medical Appliance Technicians,Sales and Marketing,2.23
Medical Appliance Technicians,Customer and Personal Service,4.21
Medical Appliance Technicians,Personnel and Human Resources,2.4
Medical Appliance Technicians,Production and Processing,4.26
Medical Appliance Technicians,Food Production,0.6
Medical Appliance Technicians,Computers and Electronics,3.04
Medical Appliance Technicians,Engineering and Technology,3.31
Medical Appliance Technicians,Design,3.76
Medical Appliance Technicians,Building and Construction,3.13
Medical Appliance Technicians,Mechanical,3.85
Medical Appliance Technicians,Mathematics,3.17
Medical Appliance Technicians,Physics,3.53
Medical Appliance Technicians,Chemistry,3.09
Medical Appliance Technicians,Biology,2.01
Medical Appliance Technicians,Psychology,2.09
Medical Appliance Technicians,Sociology and Anthropology,1.11
Medical Appliance Technicians,Geography,1.07
Medical Appliance Technicians,Medicine and Dentistry,2.82
Medical Appliance Technicians,Therapy and Counseling,2.41
Medical Appliance Technicians,Education and Training,3.6
Medical Appliance Technicians,English Language,3.94
Medical Appliance Technicians,Foreign Language,1.91
Medical Appliance Technicians,Fine Arts,1.3
Medical Appliance Technicians,History and Archeology,0.83
Medical Appliance Technicians,Philosophy and Theology,1.12
Medical Appliance Technicians,Public Safety and Security,2.64
Medical Appliance Technicians,Law and Government,2.15
Medical Appliance Technicians,Telecommunications,1.52
Medical Appliance Technicians,Communications and Media,2.05
Medical Appliance Technicians,Transportation,1.7
Ophthalmic Laboratory Technicians,Administration and Management,2.09
Ophthalmic Laboratory Technicians,Clerical,2.16
Ophthalmic Laboratory Technicians,Economics and Accounting,1.16
Ophthalmic Laboratory Technicians,Sales and Marketing,1.52
Ophthalmic Laboratory Technicians,Customer and Personal Service,2.82
Ophthalmic Laboratory Technicians,Personnel and Human Resources,1.25
Ophthalmic Laboratory Technicians,Production and Processing,4.09
Ophthalmic Laboratory Technicians,Food Production,0.12
Ophthalmic Laboratory Technicians,Computers and Electronics,3.46
Ophthalmic Laboratory Technicians,Engineering and Technology,2.47
Ophthalmic Laboratory Technicians,Design,1.54
Ophthalmic Laboratory Technicians,Building and Construction,0.77
Ophthalmic Laboratory Technicians,Mechanical,3.45
Ophthalmic Laboratory Technicians,Mathematics,3.69
Ophthalmic Laboratory Technicians,Physics,0.96
Ophthalmic Laboratory Technicians,Chemistry,1.18
Ophthalmic Laboratory Technicians,Biology,0.5
Ophthalmic Laboratory Technicians,Psychology,0.97
Ophthalmic Laboratory Technicians,Sociology and Anthropology,0.68
Ophthalmic Laboratory Technicians,Geography,0.27
Ophthalmic Laboratory Technicians,Medicine and Dentistry,1.39
Ophthalmic Laboratory Technicians,Therapy and Counseling,0.55
Ophthalmic Laboratory Technicians,Education and Training,2.48
Ophthalmic Laboratory Technicians,English Language,2.4
Ophthalmic Laboratory Technicians,Foreign Language,0.61
Ophthalmic Laboratory Technicians,Fine Arts,0.24
Ophthalmic Laboratory Technicians,History and Archeology,0.23
Ophthalmic Laboratory Technicians,Philosophy and Theology,0.19
Ophthalmic Laboratory Technicians,Public Safety and Security,1.47
Ophthalmic Laboratory Technicians,Law and Government,1.03
Ophthalmic Laboratory Technicians,Telecommunications,1
Ophthalmic Laboratory Technicians,Communications and Media,0.94
Ophthalmic Laboratory Technicians,Transportation,0.82
Packaging and Filling Machine Operators and Tenders,Administration and Management,2.6
Packaging and Filling Machine Operators and Tenders,Clerical,2.31
Packaging and Filling Machine Operators and Tenders,Economics and Accounting,1.8
Packaging and Filling Machine Operators and Tenders,Sales and Marketing,1.94
Packaging and Filling Machine Operators and Tenders,Customer and Personal Service,3.26
Packaging and Filling Machine Operators and Tenders,Personnel and Human Resources,2.3
Packaging and Filling Machine Operators and Tenders,Production and Processing,4.03
Packaging and Filling Machine Operators and Tenders,Food Production,2.4
Packaging and Filling Machine Operators and Tenders,Computers and Electronics,2.75
Packaging and Filling Machine Operators and Tenders,Engineering and Technology,2.28
Packaging and Filling Machine Operators and Tenders,Design,2.35
Packaging and Filling Machine Operators and Tenders,Building and Construction,1.92
Packaging and Filling Machine Operators and Tenders,Mechanical,4.04
Packaging and Filling Machine Operators and Tenders,Mathematics,3.12
Packaging and Filling Machine Operators and Tenders,Physics,1.53
Packaging and Filling Machine Operators and Tenders,Chemistry,1.68
Packaging and Filling Machine Operators and Tenders,Biology,1
Packaging and Filling Machine Operators and Tenders,Psychology,1.96
Packaging and Filling Machine Operators and Tenders,Sociology and Anthropology,0.91
Packaging and Filling Machine Operators and Tenders,Geography,0.91
Packaging and Filling Machine Operators and Tenders,Medicine and Dentistry,1.35
Packaging and Filling Machine Operators and Tenders,Therapy and Counseling,1.43
Packaging and Filling Machine Operators and Tenders,Education and Training,3.33
Packaging and Filling Machine Operators and Tenders,English Language,3.06
Packaging and Filling Machine Operators and Tenders,Foreign Language,1
Packaging and Filling Machine Operators and Tenders,Fine Arts,0.57
Packaging and Filling Machine Operators and Tenders,History and Archeology,0.6
Packaging and Filling Machine Operators and Tenders,Philosophy and Theology,1.48
Packaging and Filling Machine Operators and Tenders,Public Safety and Security,3.06
Packaging and Filling Machine Operators and Tenders,Law and Government,1.86
Packaging and Filling Machine Operators and Tenders,Telecommunications,1.17
Packaging and Filling Machine Operators and Tenders,Communications and Media,1.61
Packaging and Filling Machine Operators and Tenders,Transportation,1.5
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Administration and Management,1.55
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Clerical,0.31
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Economics and Accounting,0.1
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Sales and Marketing,0.17
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Customer and Personal Service,0.82
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Personnel and Human Resources,0.41
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production and Processing,1.84
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Food Production,0.03
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Computers and Electronics,1.52
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Engineering and Technology,1.08
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Design,0.64
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Building and Construction,0.5
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Mechanical,2.56
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Mathematics,0.88
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Physics,0.48
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Chemistry,1.62
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Biology,0.06
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Psychology,0.71
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Sociology and Anthropology,0.32
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Geography,0.34
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Medicine and Dentistry,0.05
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Therapy and Counseling,0.05
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Education and Training,1.98
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",English Language,1.77
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Foreign Language,0.16
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Fine Arts,0.03
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",History and Archeology,0.03
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Philosophy and Theology,0.36
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Public Safety and Security,1.32
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Law and Government,0.43
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Telecommunications,0.21
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Communications and Media,0.68
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Transportation,0.62
"Painters, Transportation Equipment",Administration and Management,2.3
"Painters, Transportation Equipment",Clerical,1.05
"Painters, Transportation Equipment",Economics and Accounting,1.03
"Painters, Transportation Equipment",Sales and Marketing,1.51
"Painters, Transportation Equipment",Customer and Personal Service,1.98
"Painters, Transportation Equipment",Personnel and Human Resources,1.13
"Painters, Transportation Equipment",Production and Processing,2.34
"Painters, Transportation Equipment",Food Production,0
"Painters, Transportation Equipment",Computers and Electronics,1
"Painters, Transportation Equipment",Engineering and Technology,1.31
"Painters, Transportation Equipment",Design,1.41
"Painters, Transportation Equipment",Building and Construction,0.47
"Painters, Transportation Equipment",Mechanical,2.9
"Painters, Transportation Equipment",Mathematics,2.26
"Painters, Transportation Equipment",Physics,0.45
"Painters, Transportation Equipment",Chemistry,3.17
"Painters, Transportation Equipment",Biology,0.15
"Painters, Transportation Equipment",Psychology,0.68
"Painters, Transportation Equipment",Sociology and Anthropology,0.09
"Painters, Transportation Equipment",Geography,0.68
"Painters, Transportation Equipment",Medicine and Dentistry,0.07
"Painters, Transportation Equipment",Therapy and Counseling,0.11
"Painters, Transportation Equipment",Education and Training,2.08
"Painters, Transportation Equipment",English Language,2.17
"Painters, Transportation Equipment",Foreign Language,0.05
"Painters, Transportation Equipment",Fine Arts,0.28
"Painters, Transportation Equipment",History and Archeology,0.74
"Painters, Transportation Equipment",Philosophy and Theology,0.47
"Painters, Transportation Equipment",Public Safety and Security,1.35
"Painters, Transportation Equipment",Law and Government,0.95
"Painters, Transportation Equipment",Telecommunications,0
"Painters, Transportation Equipment",Communications and Media,0.71
"Painters, Transportation Equipment",Transportation,0.63
"Painting, Coating, and Decorating Workers",Administration and Management,2.76
"Painting, Coating, and Decorating Workers",Clerical,2.26
"Painting, Coating, and Decorating Workers",Economics and Accounting,1.47
"Painting, Coating, and Decorating Workers",Sales and Marketing,2.69
"Painting, Coating, and Decorating Workers",Customer and Personal Service,2.46
"Painting, Coating, and Decorating Workers",Personnel and Human Resources,0.27
"Painting, Coating, and Decorating Workers",Production and Processing,3.71
"Painting, Coating, and Decorating Workers",Food Production,0.15
"Painting, Coating, and Decorating Workers",Computers and Electronics,2.05
"Painting, Coating, and Decorating Workers",Engineering and Technology,1.55
"Painting, Coating, and Decorating Workers",Design,3.02
"Painting, Coating, and Decorating Workers",Building and Construction,0.06
"Painting, Coating, and Decorating Workers",Mechanical,2.28
"Painting, Coating, and Decorating Workers",Mathematics,1.67
"Painting, Coating, and Decorating Workers",Physics,0.4
"Painting, Coating, and Decorating Workers",Chemistry,1.45
"Painting, Coating, and Decorating Workers",Biology,0.29
"Painting, Coating, and Decorating Workers",Psychology,1.17
"Painting, Coating, and Decorating Workers",Sociology and Anthropology,1.2
"Painting, Coating, and Decorating Workers",Geography,0.02
"Painting, Coating, and Decorating Workers",Medicine and Dentistry,0.06
"Painting, Coating, and Decorating Workers",Therapy and Counseling,0.01
"Painting, Coating, and Decorating Workers",Education and Training,1.8
"Painting, Coating, and Decorating Workers",English Language,2.16
"Painting, Coating, and Decorating Workers",Foreign Language,0.04
"Painting, Coating, and Decorating Workers",Fine Arts,3.02
"Painting, Coating, and Decorating Workers",History and Archeology,0.02
"Painting, Coating, and Decorating Workers",Philosophy and Theology,0.28
"Painting, Coating, and Decorating Workers",Public Safety and Security,1.87
"Painting, Coating, and Decorating Workers",Law and Government,1.68
"Painting, Coating, and Decorating Workers",Telecommunications,0.5
"Painting, Coating, and Decorating Workers",Communications and Media,1.47
"Painting, Coating, and Decorating Workers",Transportation,2.3
Semiconductor Processors,Administration and Management,2.44
Semiconductor Processors,Clerical,1.2
Semiconductor Processors,Economics and Accounting,0.33
Semiconductor Processors,Sales and Marketing,0.24
Semiconductor Processors,Customer and Personal Service,2.48
Semiconductor Processors,Personnel and Human Resources,0.71
Semiconductor Processors,Production and Processing,3.7
Semiconductor Processors,Food Production,0.13
Semiconductor Processors,Computers and Electronics,3.77
Semiconductor Processors,Engineering and Technology,2.22
Semiconductor Processors,Design,0.76
Semiconductor Processors,Building and Construction,0.5
Semiconductor Processors,Mechanical,1.73
Semiconductor Processors,Mathematics,2.89
Semiconductor Processors,Physics,0.9
Semiconductor Processors,Chemistry,3.09
Semiconductor Processors,Biology,0.12
Semiconductor Processors,Psychology,0.65
Semiconductor Processors,Sociology and Anthropology,0.43
Semiconductor Processors,Geography,0.16
Semiconductor Processors,Medicine and Dentistry,0.62
Semiconductor Processors,Therapy and Counseling,0.62
Semiconductor Processors,Education and Training,3.37
Semiconductor Processors,English Language,3.88
Semiconductor Processors,Foreign Language,0.39
Semiconductor Processors,Fine Arts,0.1
Semiconductor Processors,History and Archeology,0.04
Semiconductor Processors,Philosophy and Theology,1.24
